al_#,Title,AL# FY,Agency,Sub-agency,FPI GWO,GWO ID
93.334,"The Healthy Brain Initiative: Technical Assistance to Implement Public Health Actions related to Cognitive Health, Cognitive Impairment, and Caregiving at the State and Local Levels",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Improve Older Adult Health,L10
93.698,Elder Justice Act ''' Adult Protective Services,FY24,Department of Health and Human Services,Administration for Community Living (ACL),Improve Older Adult Health,L10
93.734,Empowering Older Adults and Adults with Disabilities through Chronic Disease Self-Management Education Programs ''' financed by Prevention and Public Health Funds (PPHF) ,FY24,Department of Health and Human Services,Administration for Community Living (ACL),Improve Older Adult Health,L10
93.747,Elder Abuse Prevention Interventions Program,FY24,Department of Health and Human Services,Administration for Community Living (ACL),Improve Older Adult Health,L10
93.761,Evidence-Based Falls Prevention Programs Financed Solely by Prevention and Public Health Funds (PPHF),FY24,Department of Health and Human Services,Administration for Community Living (ACL),Improve Older Adult Health,L10
94.016,AmeriCorps Seniors Senior Companion Program (SCP) 94.016,FY24,Corporation for National and Community Service,Corporation for National and Community Service,Improve Older Adult Health,L10
14.191,Multifamily Housing Service Coordinators,FY24,Department of Housing and Urban Development,Assistant Secretary for Housing -- Federal Housing Commissioner,Improve Older Adult Health,L10
93.439,State Physical Activity and Nutrition (SPAN,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.914,HIV Emergency Relief Project Grants,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Chronic Disease and Risk Factors,L12
93.917,HIV Care Formula Grants,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Chronic Disease and Risk Factors,L12
93.918,Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Chronic Disease and Risk Factors,L12
93.924,Ryan White HIV/AIDS Dental Reimbursement and Community Based Dental Partnership Grants,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Chronic Disease and Risk Factors,L12
93.08,"Blood Disorder Program: Prevention, Surveillance, and Research ",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.136,Injury Prevention and Control Research and State and Community Based Programs,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.237,Special Diabetes Program for Indians Diabetes Prevention and Treatment  Projects,FY24,Department of Health and Human Services,Indian Health Service,Eliminate Chronic Disease and Risk Factors,L12
93.304,Racial and Ethnic Approaches to Community Health ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.319,Outreach Programs to Reduce the Prevalence of Obesity in High Risk Rural Areas,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.348,Technical Assistance to Increase Tobacco Cessation,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.349,Packaging and Spreading Proven Pediatric Weight Management Interventions for Use by Low-Income Families,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.365,Sickle Cell Treatment Demonstration Program,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Chronic Disease and Risk Factors,L12
93.376,Title: Multiple Approaches to Support Young Breast Cancer Survivors and Metastatic Breast Cancer Patients,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.377,"Prevention and Control of Chronic Disease and Associated Risk Factors in the U.S. Affiliated Pacific Islands, U.S. Virgin Islands, and P. R.",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.387,National and State Tobacco Control Program,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.426,The National Cardiovascular Health Program,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.427,Provision of  Technical Assistance and Training Activities to Assure Comprehensive Cancer Control Outcomes. ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.431,Networking2Save'۝:  CDC'۪s National Network Approach to Preventing and Controlling Tobacco-related Cancers in Special Populations,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.436,WELL-INTEGRATED SCREENING AND EVALUATION FOR WOMEN ACROSS THE NATION (WISEWOMAN),FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.479,Good Health and Wellness in Indian Country,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.534,Affordable Care Act Program for Early Detection of Certain Medical Conditions Related to Environmental Health Hazards,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.649,Nutrition and Physical Activity Programs ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.762,A Comprehensive Approach to Good Health and Wellness in Indian County ''' financed solely by Prevention and Public Health ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.8,Organized Approaches to Increase Colorectal Cancer Screening,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.809,"National Organizations for Chronic Disease Prevention and Health Promotion	",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.81,Paul Coverdell National Acute Stroke Program National Center for Chronic Disease Prevention and Health Promotion ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.816,Preventing Heart Attacks and Strokes in High Need Areas,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.945,Assistance Programs for Chronic Disease Prevention and Control,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.981,"Improving Student Health and Academic Achievement through Nutrition, Physical Activity and the Management of Chronic Conditions in Schools",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.988,Cooperative Agreements for Diabetes Control Programs,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.991,Preventive Health and Health Services Block Grant,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Chronic Disease and Risk Factors,L12
93.153,"Coordinated Services and Access to Research for Women, Infants, Children, and Youth",FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Infectious Diseases,L13
93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.686,Ending the HIV Epidemic:  A Plan for America ''' Ryan White HIV/AIDS Program Parts A and B,FY24,Department of Health and Human Services,Health Resources and Services Administration,Eliminate Infectious Diseases,L13
93.067,Global AIDS,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.079,Cooperative Agreements to Promote Adolescent Health through School-Based HIV/STD Prevention and School-Based Surveillance,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.083,"Prevention of Disease, Disability, and Death through Immunization and Control of Respiratory and Related Diseases",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.084,"Prevention of Disease, Disability, and Death by Infectious Diseases  ",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.099,Collaboration With the World Health Organization and its Regional Offices for Global Health Security and the International Health Regulations (IHR 2005),FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.116,Project Grants and Cooperative Agreements for Tuberculosis Control Programs,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.27,Viral Hepatitis Prevention and Control,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.283,Centers for Disease Control and Prevention Investigations and Technical Assistance ,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.317,Emerging Infections Programs,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.323,Epidemiology and Laboratory Capacity for Infectious Diseases (ELC),FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.488,National Harm Reduction Technical Assistance and Syringe Services Program (SSP) Monitoring and Evaluation Funding Opportunity,FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
93.494,"Global Tuberculosis:Developing,Evaluating,Implementing Evidence-based and Innovative Approaches to Find, Cure, and Prevent Tuberculosis Globally",FY24,Department of Health and Human Services,Centers for Disease Control and Prevention,Eliminate Infectious Diseases,L13
